章節,題號,題目,選項(A),選項(B),選項(C),選項(D),正確答案
第三章 氣象,6,低密度高度之環境比較不會出現於下列何處？,大氣壓力極高之處。,低海拔處。,乾燥處。,高溫處。,D
第三章 氣象,7,空氣可藉由外界的作功達到下列哪種效果？,加工成形。,染色。,壓縮及膨脹。,以上皆是。,C
第三章 氣象,8,於固定空氣體積下，升溫時該體積空氣密度減少，降溫時該體積空氣密度為下列何種變 化？,增加。,減少。,不變。,有時增加有時減少。,A
第三章 氣象,9,對流層裡，溫度及壓力均隨高度增加而有下列何種變化？,降低。,增加。,不變。,有時增加有時降低。,A
第三章 氣象,10,下列有關大氣壓力量測之敘述，何者錯誤？,國際標準大氣 (International Standard Atmosphere ，ISA)為各國公認之參考校正基準。,海平面大氣壓力為 29.92英吋汞柱 (inHg)。,一標準大氣壓力等於 1017.2毫巴值。,"每上升 1,000英呎，氣壓值減少約 1英吋汞柱。",C
第三章 氣象,11,標準一大氣壓的 29.92吋汞柱換算成毫巴值為下列哪個數值？,10.132。,101.32。,1013.2。,10132。,C
第三章 氣象,12,大氣壓力之實際值與標準值存在差距，係由於哪項因素所影響？,壓力錶廠牌差異。,地面溫度不平均。,壓力錶讀法差異。,壓力錶校正值差異。,B
第三章 氣象,13,若遙控無人機操作人未能注意大氣壓力實際值與標準值間之差距並適時修正，可能無法 精確掌握何項資訊？,實際高度。,實際航向。,實際滾轉角。,實際引擎轉速。,A
第三章 氣象,14,氣象資料顯示某區域之氣壓值有向上提升之趨勢，代表該區域天氣狀況有何種變化？,天氣轉壞。,天氣可能轉好也可能轉壞。,天氣好轉。,以上皆非。,C
第三章 氣象,15,氣象資料顯示某區域之氣壓值有向下降低之趨勢，代表該區域天氣狀況有何種變化？,天氣好轉。,天氣轉壞。,天氣有時晴朗有時轉壞。,以上皆非。,B
第三章 氣象,16,空氣的水平運動稱為？,「雲」 。,「風」 。,「霧」 。,「霾」 。,B
第三章 氣象,17,有關風速的單位下列何者為非？,公尺 /每秒  (m/s)。,公里 /每小時  (km/h)。,海浬 /每小時  (kts)。,公斤 /每小時  (kg)。,D
第三章 氣象,18,遙控無人機通常應於下列哪種風向下起降？,順風。,側風。,逆風。,任何風向。,C
第三章 氣象,19,遙控無人飛機於逆風下起飛，不會有以下哪種特性？,增加穩定性。,增加操縱性。,減少起飛距離。,減少操縱性。,D
第三章 氣象,20,遙控無人機飛經下列哪個區域較易遭受亂流影響，且其亂流強度與周遭環境有密切關 聯？,大草原區。,寬廣湖泊區。,平坦操場上空。,深山峽谷區。,D
第三章 氣象,21,當越強勁的風吹過多山地區時，背風面的風場會如何變化？,漸趨平穩。,有時平穩有時不平穩。,漸趨不平穩。,不變。,C
第三章 氣象,22,遙控無人機飛航活動期間，可能於任何高度遭遇不同風切狀況，其中以哪一項對其操控 性影響最大？,超高空風切。,高空風切。,向量風切。,低空風切。,D
第三章 氣象,23,遙控無人機於起降階段突遇風速與風向之明顯改變，不會有下列哪種影響？,飛行姿態改變。,飛行軌跡改變。,所獲升力改變。,最大載重改變。,D
第三章 氣象,24,下列針對發生於臺灣地區低空風切之敘述，何者較為正確？,於鋒面過境時較為溫和，西南季風吹拂時較為強烈。,於鋒面過境時較為強烈，西南季風吹拂時較為溫和。,鋒面過境或西南季風吹拂時均為溫和。,鋒面過境或西南季風吹拂時均為強烈。,B
第三章 氣象,25,遙控無人機操作人於操作前及操作時需隨時注意天氣狀況，因天氣因素可能對無人機產 生何種影響？,外觀美感。,飛行航向。,品牌知名度。,重量大小。,B
第三章 氣象,26,下列何種天氣現象，與大氣垂直運動無直接關係？,雷雨。,平流霧。,冰雹。,下爆氣流。,B
第三章 氣象,27,大氣穩定度與下列何項因子有直接關係？,空氣流動方向。,空氣中懸浮微粒大小。,水氣飽和程度。,空氣乾燥程度。,A
第三章 氣象,28,於地球表面某特殊地區所生成，具停留時間長且其水平方向之物理性質 (如溫度及濕度 ) 等均為一致之廣大空氣體，稱之？,鋒面。,氣團。,颶風。,塔狀積雲。,B
第三章 氣象,29,下列哪個城市所處位置之氣候條件，較易發生午後雷陣雨？,東京。,新加坡。,莫斯科。,倫敦。,B
第三章 氣象,30,一定量空氣於一定溫度下，所能容納之下列何者亦有其限度？,PM2.5。,微生物。,水氣量。,細菌。,C
第三章 氣象,31,當空氣中水氣含量已達其最高限度時，此時相對溼度為何？,0.2。,0.4。,0.8。,1。,D
第三章 氣象,32,空氣能容納水氣量之多寡與下列何者有密切關係？,空氣含氧量。,空氣雜質含量。,溫度。,空氣惰性氣體成份。,C
第三章 氣象,33,已飽和之水氣如遇溫度持續下降，不會產生下列哪種現象？,霧。,雲。,雨滴。,風。,D
第三章 氣象,34,空氣中實際所含水氣量，與相同溫度下可含最大水氣量之百分比，稱為？,絕對濕度。,相對濕度。,同溫濕度。,實際濕度。,B
第三章 氣象,35,空氣中濕度越高，會導致下列哪種情形？,空氣的壓力越大。,空氣密度越低。,飛行器升力增加。,涼爽度提高。,B
第三章 氣象,36,當空氣溫度等於露點溫度時，即達到何種狀況？,水氣沸點。,水氣飽和點。,水氣熔點。,水氣蒸發點。,B
第三章 氣象,37,水汽飽和時不會產生下列哪種現象？,雲。,霧。,雨。,雷爆。,D
第三章 氣象,38,「霧」依其形成條件及特性分有不同種類，下列何者非常用之分類？,平流霧。,蒸氣霧。,鋒面霧。,高空霧。,D
第三章 氣象,39,有關平流霧之特點，下列何者為非？,日出後消散快速。,相對濕度較高。,不容易消散。,可能發生於沿海區域。,A
第三章 氣象,40,下列哪一種情況能有助於平流霧之消散？,風速變小。,風向轉變。,溫度升高。,濕度增高。,B
第三章 氣象,41,有關輻射霧之特點，下列何者為非？,日出後漸漸消散。,大都發生於冬季。,相較於平流霧比較不容易消散。,通常地面風速微弱、空氣穩定。,C
第三章 氣象,42,冷空氣因流經溫暖水面之蒸發作用使其中水氣增加，因而凝結成下列哪種霧的型態？,蒸氣霧。,輻射霧。,山坡霧。,鋒面霧。,A
第三章 氣象,43,蒸氣霧常出現於下列哪個季節？,春夏季節。,夏末季節。,秋冬季節。,春末季節。,C
第三章 氣象,44,於兩股不同性質氣團之交界面，當空氣自高空往下移動自近地面較冷空氣而凝結所成之 霧，稱之？,鋒面霧。,山坡霧。,輻射霧。,蒸氣霧。,A
第三章 氣象,45,鋒面霧多伴隨何種天氣現象發生？,颱風。,鋒面。,雷陣雨。,龍捲風。,B
第三章 氣象,46,平流和輻射兩種物理過程亦可相輔相成，造成下列哪種霧的發生？,平流輻射霧。,山坡霧。,蒸氣霧。,鋒面霧。,A
第三章 氣象,47,當周遭空氣溫度下降至低於露點，水氣因此凝結成水滴並附著於地表或建築物上，其稱 之？,雲。,露。,霧。,霜。,B
第三章 氣象,48,附著於航空器上之露珠若凝結成固態霜，對飛航安全有何影響？,對飛安有幫助。,對飛安可能造成危害。,對飛安並無影響。,對飛安有時可能造成危害有時無影響。,B
第三章 氣象,49,附著於機體表面的霜在飛行時不會產生下列哪種情形？,擾動流經機翼之空氣。,降低升力。,增加阻力。,增加飛航效率。,D
第三章 氣象,50,於大陸型氣候區域執行深秋早晨之飛行任務前，務必進行下列哪個程序以確保安全？,暖身程序。,點名程序。,除霜程序。,冥想程序。,C
第三章 氣象,51,雲有下列哪幾種型態？,積狀雲。,層狀雲。,卷狀雲。,以上皆是。,D
第三章 氣象,52,雲的型態依據雲所在的高度可以分成下列哪幾種？,高雲族。,中雲族。,低雲族。,以上皆是。,D
第三章 氣象,53,"高雲族高度大約在 6,000公尺以上，主要有下列哪幾種？",卷雲。,卷層雲。,卷積雲。,以上皆是。,D
第三章 氣象,54,"中雲族高度大約在 2,000~6,000 公尺，主要有下列哪幾種？",高積雲。,高層雲。,雨層雲。,以上皆是。,D
第三章 氣象,55,"低雲族高度位於 2,000公尺以下，包含下列哪幾種？",積雲。,層雲。,層積雲。,以上皆是。,D
第三章 氣象,56,下列何者為常見氣團分類方式？,依其源地緯度高或低。,依其源地為大陸或海洋。,依其所經地面為冷空氣或暖空氣。,以上皆是。,D
第三章 氣象,57,氣團本身冷於周遭空氣稱為？,暖氣團。,冷氣團。,冰氣團。,熱氣團。,B
第三章 氣象,58,氣團穩定度決定其籠罩區域的哪種形態？,社會形態。,經濟形態。,天氣形態。,政治形態。,C
第三章 氣象,59,在鋒面兩側的下列哪種現象通常均有明顯的差異？,溫度。,濕度。,風、天氣。,以上皆是。,D
第三章 氣象,60,當冷空氣前進，迫使暖空氣後退而取代暖空氣原有位置，則此時產生之鋒面稱為？,滯留鋒。,暖鋒。,冷鋒。,囚錮鋒。,C
第三章 氣象,61,當冷暖氣團勢均力敵以致使鋒面呈滯留狀態，此時之鋒面稱為？,暖鋒。,滯留鋒。,冷鋒。,囚錮鋒。,B
第三章 氣象,62,遙控無人機飛經各鋒面區時，可能遭遇下列何項劇烈變化？,溫度。,濕度。,風向。,以上皆是。,D
第三章 氣象,63,遙控無人機於山區飛行時若遇強風，則可選擇何處飛行相較為平順？,背風面。,側風面。,迎風面。,以上皆非。,C
第三章 氣象,64,遙控無人機於山區飛行時，過了山巔需注意沿何方向所產生之亂流？,側風面。,背風面。,迎風面。,以上皆非。,B
第三章 氣象,65,遙控無人機飛越可見水氣(如雨或雲)時，需注意哪個部位可能發生積冰現象？,機翼翼面。,尾翼翼面。,感測器。,以上皆是。,D
第三章 氣象,66,遙控無人機飛行時，於下列哪種情形可能發生積冰現象？,機體周遭氣溫為攝氏零度。,機體周遭氣溫為攝氏零度以下。,有可見水氣。,以上皆是。,D
第三章 氣象,67,當遙控無人機飛越結冰區域時，可能發生下列哪種狀況？,影響或誤判遙控無人機飛行性能表現。,提升遙控無人機飛行性能表現。,遙控無人機飛行性能表現可能變好或變壞。,不太可能發生任何狀況。,A
第三章 氣象,68,雷雨的發展循環不包含下列何者？,發展期。,成熟期。,重疊期。,消散期。,C
第三章 氣象,69,雷雨成熟期具有的特徵為何？,下沉氣流。,開始降水。,打雷。,以上皆是。,D
第三章 氣象,70,雷雨消散期具有的特徵為何？,降雨減緩。,下沉氣流減緩。,雷雨雹消散。,以上皆是。,D
第三章 氣象,71,臺北航空氣象中心隸屬於下列哪個機關？,交通部觀光局飛航服務總臺。,交通部民用航空局飛航服務總臺。,交通部中央氣象局飛航服務總臺。,交通部航政司飛航服務總臺。,B
第三章 氣象,72,遙控無人機操作人可透過中央氣象局網頁取得下列哪項資料？,天氣觀測資料。,天氣預報資料。,衛星雲圖。,以上皆是。,D
第三章 氣象,73,遙控無人機操作人可透過飛航服務總臺所建置之航空氣象服務網 (AOAWS) 取得下列哪項 資料？,國內外主要機場之即時觀測資料。,國內機場 6小時天氣預報資料。,太平洋地區衛星雲圖。,高空風溫圖。,A
第三章 氣象,74,考量天氣條件對於遙控無人機操控行為之影響，遙控無人機操作人應具備下列何者之基 礎判讀能力？,航空氣象報文。,國內城市氣象報文。,外國城市氣象報文。,觀光地區氣象報文。,A
第三章 氣象,75,航空例行天氣報告中，所使用觀測日期與時間及其代碼說明為下列何者？,Z字母指示碼；代表 UTC時間。,L字母指示碼；代表本地時間。,T字母指示碼；代表 UTC時間。,X字母指示碼；代表本地時間。,A
第三章 氣象,76,航空例行天氣報告中，所觀測盛行能見度值，其編報方式及單位為何？,4碼(公尺) 。,6碼(公尺) 。,8碼(公尺) 。,10碼(公尺) 。,A
第三章 氣象,77,航空氣象觀測員將天空劃分成 8等份，若觀測到 1/8至2/8的天空被雲層遮蓋，該雲量類 別稱為下列何者？,稀雲。,疏雲。,裂雲。,密雲。,A
第三章 氣象,78,航空氣象觀測員將天空劃分成 8等份，若觀測到 3/8至4/8的天空被雲層遮蓋，該雲量類 別稱為下列何者？,稀雲。,疏雲。,裂雲。,密雲。,B
第三章 氣象,79,航空氣象觀測員將天空劃分成 8等份，若觀測到 5/8至7/8的天空被雲層遮蓋，該雲量類 別稱為下列何者？,稀雲。,疏雲。,裂雲。,密雲。,C
第三章 氣象,80,航空氣象觀測員將天空劃分成 8等份，若觀測到 8/8的天空被雲層遮蓋，該雲量類別稱 為下列何者？,稀雲。,疏雲。,裂雲。,密雲。,D
第三章 氣象,81,航空例行天氣報告中，雲層之雲底高度單位為下列哪一個？,公尺。,公里。,呎。,浬。,C
第三章 氣象,82,終端機場天氣觀測報中，盛行天氣現象包括下列哪個項目？,風向風速。,能見度。,天氣狀況及雲組。,以上皆是。,D
第三章 氣象,83,某一特定容積氣體的密度換算成標準大氣壓力狀態下的高度，稱之為下列哪種高度？,指示高度。,壓力高度。,密度高度。,絕對高度。,C
第三章 氣象,84,相同體積下，在低壓力狀態的氣體，其特徵為？,質量較高。,密度較低。,質量密度均高。,無法判斷。,B
第三章 氣象,85,相同體積下，當壓力加倍，則空氣密度將為哪種變化？,亦為加倍。,減半。,增加 4倍。,減少為 1/4。,A
第三章 氣象,86,於一定體積下，空氣之溫度與密度成何項關係？,溫度與密度成正比。,溫度與密度成反比。,溫度與密度的平方成正比。,溫度與密度的平方成反比。,B
第三章 氣象,87,「國際標準大氣」是指在假設大氣環境下，海平面之大氣壓力和溫度分別為何？,29.92吋汞柱 /攝氏 25度。,29.92吋汞柱 /攝氏 15度。,39.92吋汞柱 /攝氏 15度。,39.92吋汞柱 /攝氏 25度。,B
第三章 氣象,88,"於對流層中，高度每上升 1,000呎，溫度如何變化？",降低約攝氏 2度。,升高約攝氏 2度。,降低約攝氏 20度。,升高約攝氏 20度。,A
第三章 氣象,89,"高度每上升 1,000呎，氣壓值如何變化？",減少約 10吋汞柱。,增加約 10吋汞柱。,減少約 1吋汞柱。,增加約 1吋汞柱。,C
第三章 氣象,90,氣象上定義風的來向為風向，例如風自東邊吹來，稱其為？,西風。,東風。,南風。,北風。,B
第三章 氣象,91,當遙控無人飛機於起飛時遭遇較強之正側風，可能導致下列哪種風險？,操作人視線不清。,導控距離變短。,翼面與地面接觸。,起飛距離變短。,C
第三章 氣象,92,當遙控無人飛機於降落時遭遇較強之正側風，可能導致下列哪種風險？,落地後偏離跑道。,操作人視線不清。,導控距離變短。,降落距離變短。,A
第三章 氣象,93,遙控無人直昇機及遙控無人多旋翼機，由於可垂直起降，因此對於風向之考量多著重於 下列何者？,起降時遇到較強的正側風。,滯空飛行時的穩定度。,避免順風起降。,不要遮蔽操作人視線。,B
第三章 氣象,94,大氣中不同兩點間風速或風向之劇烈變化，稱之為何？,風流。,風切。,風格。,風氣。,B
第三章 氣象,95,風切可能伴隨下列哪種現象？,垂直氣流。,焚風氣流。,旋風氣流。,離心氣流。,A
第三章 氣象,96,所謂低空風切，我國定義係指下列哪個高度範圍之空氣層中，其風向或風速之突然變 化？,"10,000~15,000 呎。","5,000~10,000 呎。","1,600~5,000 呎。","1,600呎以下。",D
第三章 氣象,97,微爆氣流的循環約在 5到15分鐘之間，所產生之下沉氣流可達下列何項速度？,每分鐘 600呎。,"每分鐘 6,000呎。","每分鐘 20,000呎。","每分鐘 50,000呎。",B
第三章 氣象,98,微爆氣流頂風與尾風的速度差距可達哪項範圍？,30到90節。,5到10節。,10到20節。,20到30節。,A
第三章 氣象,99,淺層的逆溫層一般來說高度為下列何者？,"約離地 5,000公尺。","約離地 3,000公尺。","約離地 1,000公尺。",約離地 300公尺。,D
第三章 氣象,100,同樣體積之空氣溫度愈高，能容納之水氣為何？,愈多。,愈少。,不變。,有時愈多有時愈少。,A
第三章 氣象,101,在一定大氣壓力下，空氣中水氣含量固定不變時，若氣溫降至相當溫度使空氣飽和，氣 溫再稍低，水氣即行凝結，此時之溫度，稱為下列哪種狀況？,露點。,沸點。,霜點。,熔點。,A
第三章 氣象,102,暖空氣經過冷地表時，暖空氣受地表影響降溫，可使水氣達到下列哪個狀態？,不飽和狀態。,半飽和狀態。,飽和狀態。,超飽和狀態。,C
第三章 氣象,103,當空氣溫度達到或接近露點時，空氣中的水氣就會逐漸凝結，進而發生會影響能見度的 下列哪種狀況？,霜。,露。,霧。,以上皆是。,C
第三章 氣象,104,當溫暖且潮溼的空氣流經較冷的地面時，低層空氣中的水氣會因冷卻作用而凝結形成 霧，稱之為下列哪種霧？,平流霧。,山坡霧。,鋒面霧。,蒸氣霧。,A
第三章 氣象,105,通常出現在冬季晴朗、微風、近地面水氣充沛的夜間或清晨的霧，稱之為下列哪種霧？,輻射霧。,山坡霧。,鋒面霧。,蒸氣霧。,A
第三章 氣象,106,當濕空氣沿山坡上升時，經絕熱冷卻而成的霧，稱之為下列哪種霧？,山坡霧。,輻射霧。,蒸氣霧。,鋒面霧。,A
第三章 氣象,107,平流輻射霧好發生於下列哪種季節地點？,春末夏初台灣東部地區。,夏末秋初台灣北部地區。,冬末春初台灣西部地區。,秋末冬初台灣南部地區。,C
第三章 氣象,108,水氣若溫度低於冰點即凝結成下列哪種現象？,雲。,霜。,露。,霧。,B
第三章 氣象,109,氣團從發源地移出後，與不同屬性的氣團相遇，而性質不同之冷暖兩氣團相遇時，其交 界處稱為下列哪種現象？,鋒面。,界面。,團面。,表面。,A
第三章 氣象,110,遙控無人機若是嚴重結冰則可能會導致下列哪種狀況？,推力不足而失速。,重心偏移而失速。,升力不足而失速。,以上皆是。,C
第三章 氣象,111,雷雨發展期的特徵是下列哪種現象？,下沉氣流。,上升氣流。,垂直風切。,水平風切。,B
第三章 氣象,112,不宜在下列哪個範圍操作遙控無人機？,成長快速的積雲附近。,遠離成長快速的積雲。,不明顯且成長停滯的積雲附近。,以上皆非。,A
第三章 氣象,113,雷雨成熟期的上升氣流及下沉氣流互相交錯，產生下列哪種現象？,水平風切。,垂直風切。,低空風切。,微爆氣流。,B
第三章 氣象,114,航空氣象裡的機場觀測項目中，觀測人員就機場現時觀測之結果，原則上在下列哪個時 間間隔編報「航空例行天氣報告( METAR) 」？,每5分鐘或 10分鐘。,每30分鐘或 60分鐘。,每6小時或 12小時。,每24小時或 36小時。,B
第三章 氣象,115,航空氣象裡的預報資料項目中，針對機場的天氣預報原則上在下列哪個時間間隔編報 「終端機場天氣預報( TAF) 」？,每24小時。,每12小時。,每6小時。,每2小時。,C
第三章 氣象,116,航空例行天氣報告中，觀測場站之識別碼：觀測發生之機場，我國機場識別碼前兩碼均 為下列哪兩個英文字母？,QQ。,RC。,AA。,BB。,B
第三章 氣象,117,航空例行天氣報告中，風向及風速：機場風向風速之觀測值，使用觀測下列哪個期間之 平均風向與平均風速之編報？,前1分鐘。,前10分鐘。,前60分鐘。,前180分鐘。,B
第三章 氣象,118,航空例行天氣報告中，雲量是指下列哪個定義？,雲在天空中的烏黑程度。,雲在天空中的高度。,雲在天空中遮蓋的份數。,雲在天空中的移動速度。,C
第三章 氣象,119,遙控無人機操作人針對不同壓力高度對於無人機起降滑行距離之影響，應有何種正確認 知？,只要載重固定，起降滑行距離不受壓力高度變化影響。,起降滑行距離與跑道鋪面、坡度及地面風向有關，無關壓力高度。,壓力高度影響空氣密度，進而影響爬升率，對於起降滑行距離有直接影響。,起降滑行距離與無人機動力來源有關，無關壓力高度。,C
第三章 氣象,120,「霧」對於無人機起降活動之影響顯而易見，請問下列針對「霧」的成因判斷，何者最 為恰當？,注意風(空氣水平運動)的狀況，風速增加就可能形成「霧」 。,注意對流(空氣垂直運動)的狀況，對流增強就可能形成「霧」 。,注意大氣壓力值是否降低，降低就可能形成「霧」 。,注意空氣溫度是否接近露點溫度，接近就可能形成「霧」 。,D
第三章 氣象,121,無人機結束任務正準備返場，團隊藉由氣象資料得知 5邊航線上有風切現象，風速及風 向變化劇烈，請問操作人應特別注意風切對無人機之何項影響？,引擎轉數可能因此而不穩定。,資料鏈和 GPS可能因此而失效。,重心可能因此而偏移。,可能造成升力損失，影響飛航穩定性，甚至無法安全降落。,D
第三章 氣象,122,無人機正於高聳建物附近飛行，因地面上障礙物會影響風的流動，故操作人應特別注意 下列何種情形？,風速及風向快速變化所產生之亂流。,加強無人機穩定性及視線。,發揮無人機性能表現。,避免資料鏈和 GPS可能因風速及風向之變化而失效。,A
第三章 氣象,123,當氣團行經水面和陸地，最終將與另一不同特性的氣團接觸。此兩種不同類型的氣團的 邊界層稱為鋒面。請問操作人最容易辨認下列哪一種鋒面中的不連續現象？,雲層的增加。,相對濕度的增加。,溫度的變化。,能見度的變化。,C
第三章 氣象,124,當無人機須穿越鋒面進行飛航任務時，操作人應特別注意下列哪一種天氣現象之變化？,降水型態之改變。,風向之改變。,氣團穩定性之改變。,相對濕度之改變。,B
第三章 氣象,125,無人機正以定速( 40 kts/時)及定姿態方式保持往東飛行，此時 GPS速度(地速)顯示 為44 kts/時， GPS航向為 116度，請問風速和風向約略為何？,東風 20 kts。,北風 20 kts。,南風 20 kts。,西風 20 kts。,B
第三章 氣象,126,"當無人機飛行於標準大氣壓力之環境下，其高度表指示高度(壓力高度)為 3,000英 呎，請問此時大氣壓力約為多少？",28.86英吋汞柱高。,27.82英吋汞柱高。,26.82英吋汞柱高。,25.84英吋汞柱高。,C
第三章 氣象,127,於標準大氣壓力環境下，無人機正於機場 (位於水平面 )跑道頭準備起飛，此時高度表指 示高度(壓力高度)為 200英呎，為使無人機壓力高度與機場跑道高度一致，請問操作 人應採取下列哪一項動作？,壓力高度修正為 29.72英吋汞柱高。,壓力高度修正為 27.92英吋汞柱高。,壓力高度修正為 29.52英吋汞柱高。,壓力高度修正為 25.92英吋汞柱高。,A
第三章 氣象,128,無人機正往南的方向飛行前往任務目標區，根據氣象資料顯示，飛行航線上吹著穩定而 強勁之北風，其區域及鄰近並無明顯障礙物，請問下列所述狀況何者為操作人較無須擔 心事項？,強風所持續之時間。,風速是否超出無人機飛航性能限制。,是否受到側風過大而影響飛航操作。,是否因於強風中飛行而消耗更多動力來源，進而降低續航力。,C
第三章 氣象,129,依據雲層佔據整個天空的比例，一般將雲區分成稀雲、疏雲、裂雲、密雲 等4個種類。 現在收到氣象預報： 「早晨疏雲，上午密雲，下午裂雲，晚上稀雲」 ，請問下列哪一個時 段的降雨機率比較大？,早晨。,晚上。,上午。,下午。,C
第四章 緊急處置與飛行決策,1,遙控無人機操作人在執行任務前及過程中，需確保參與執行的成員不受下列哪種狀況的 影響？,娛樂圈八卦和謠言。,國內股市行情。,酒精及藥物。,世界經濟發展情勢。,C
第四章 緊急處置與飛行決策,2,遙控無人機操作人在執行任務前及過程中，下列哪種狀況也可能影響操作安全？,娛樂圈八卦和謠言。,一般的成藥如抗組織胺或解除充血劑。,國內股市行情。,世界經濟發展情勢。,B
第四章 緊急處置與飛行決策,3,有關可能影響操作人安全操作遙控無人機的因素主要有下列哪種狀況？,過度換氣、壓力、疲勞。,脫水、熱中暑。,酒精與藥物。,以上皆是。,D
第四章 緊急處置與飛行決策,4,過度換氣若無法善加控制，可能讓遙控無人機操作人進入下列哪個狀態？,神經緊張。,意識不清。,心情鬱悶。,懷疑心重。,B
第四章 緊急處置與飛行決策,5,過度換氣的常見症狀有下列哪種狀況？,視界窄化、意識不清。,輕快或暈眩感、肢體末稍有刺痛感。,對冷熱敏感、肌肉痙攣感。,以上皆是。,D
第四章 緊急處置與飛行決策,6,過度換氣的改善方法是下列哪種方式？,多閱讀、多聽音樂。,適當的飲食。,血液裡的二氧化碳濃度恢復到正常狀態。,擴展社交範圍。,C
第四章 緊急處置與飛行決策,7,最好的預防及矯治過度換氣的方法就是下列哪種方式？,讓呼吸保持正常、朝向紙袋呼吸或大聲交談。,多閱讀、多聽音樂。,適當的飲食。,擴展社交範圍。,A
第四章 緊急處置與飛行決策,8,下列哪種狀況是人體對於生理及心理的需求所做出的反應？,脫水。,壓力。,熱中暑。,酒醉。,B
第四章 緊急處置與飛行決策,9,壓力源包括下列哪種狀況？,物理的壓力(如噪音及振動) 。,生理的壓力(如疲勞) 。,心理的壓力(如工作困難或個人情緒因素) 。,以上皆是。,D
第四章 緊急處置與飛行決策,10,持續性的急性壓力可能發展成下列哪種狀況？,不定期的過度換氣壓力。,不定期的疲勞壓力。,長期的慢性壓力。,不定期的酒精壓力。,C
第四章 緊急處置與飛行決策,11,慢性壓力在長期累積或壓抑下，會導致下列哪種狀況？,個人能力大幅提升。,個人能力時好時壞。,個人能力大幅下滑。,個人能力保持不變。,C
第四章 緊急處置與飛行決策,12,遙控無人機操作人若體驗到壓力已導致己身能力下滑時即應採取下列哪種作為？,暫停執行任務、適當休息。,堅持到底、繼續執行任務。,順其自然、不必大驚小怪。,邊聽音樂舒壓、邊執行任務。,A
第四章 緊急處置與飛行決策,13,狀況警覺是對哪些風險元素的認知與瞭解？,飛行作業。,操作人、航空器。,環境及任務種類。,以上皆是。,D
第四章 緊急處置與飛行決策,14,下列哪種狀況可能使遙控無人機操作人過度集中注意力在某件事物而失去對整體任務的 掌握？,疲勞。,壓力。,工作量過多。,以上皆是。,D
第四章 緊急處置與飛行決策,15,操作遙控無人機前藉由下列哪些有效的工作量管理，以確保飛行任務安全執行？,計畫。,整理。,排序工作任務。,以上皆是。,D
第四章 緊急處置與飛行決策,16,疲勞可分為下列哪幾種？,生理性疲勞。,心理性疲勞。,急性與慢性疲勞。,以上皆是。,D
第四章 緊急處置與飛行決策,17,疲勞會導致下列哪幾種症狀，影響遙控無人機操作人的判斷力？,注意力渙散。,專注力下降。,協調性及溝通性降低。,以上皆是。,D
第四章 緊急處置與飛行決策,18,急性疲勞通常是下列哪一種？,短期。,長期。,有時長期有時短期。,以上皆非。,A
第四章 緊急處置與飛行決策,19,遙控無人機操作人若忽略或未及時改善急性疲勞，則會進一步造成下列哪種狀況？,過度疲勞。,慢性疲勞。,中度疲勞。,低度疲勞。,B
第四章 緊急處置與飛行決策,20,慢性疲勞可能出現的症狀包括下列哪種狀況？,虛弱、強烈的疲倦、倦怠感。,心悸、呼吸不順、頭痛。,其他身體的不適及沮喪與焦慮。,以上皆是。,D
第四章 緊急處置與飛行決策,21,急性疲勞中，有種特殊情況稱之為下列哪種疲勞，在操作方面的影響主要有時機掌握混 亂及視域過度聚焦？,社會性疲勞。,經濟性疲勞。,技能疲勞。,教育性疲勞。,C
第四章 緊急處置與飛行決策,22,下列哪種狀況是身體組織水分不足的情況？,脫水。,失眠。,低血糖。,缺氧。,A
第四章 緊急處置與飛行決策,23,下列哪種狀況可能會造成水分補充不及導致脫水？,長時間處於高溫、高溼度、高海拔環境。,心理壓力。,飲用過多刺激性飲料。,以上皆是。,D
第四章 緊急處置與飛行決策,24,脫水最先出現的症狀是下列哪種狀況，將導致遙控無人機操作人的生理及心智表現下 滑？,口乾。,舌燥。,較強的疲勞感。,以上皆是。,D
第四章 緊急處置與飛行決策,25,為避免脫水，遙控無人機操作人應隨時掌握己身之生理狀況，並採取下列哪個動作？,隨時閱讀。,適時補充水分。,適時上廁所。,隨時聽音樂。,B
第四章 緊急處置與飛行決策,26,下列哪種狀況是指身體無法對體溫進行控制？,缺氧。,低血糖。,熱中暑。,失眠。,C
第四章 緊急處置與飛行決策,27,熱中暑原因是下列哪種狀況？,身體的熱無法排出。,飲酒過量。,失眠。,低血糖。,A
第四章 緊急處置與飛行決策,28,避免熱中暑的方法是採取下列哪個動作？,勿飲酒過量。,充分的睡眠。,規律攝取足量水份。,按時用餐。,C
第四章 緊急處置與飛行決策,29,若遙控無人機操作人服用下列哪種藥物，可能會產生暈眩或是感知功能不全的情況？,成藥。,抗組織胺。,解除充血劑。,以上皆是。,D
第四章 緊急處置與飛行決策,30,酒精可能對下列哪種狀況造成影響？,影響操作及判斷、較難掌握周邊環境的變化。,身體協調性變差、視界窄化。,降低邏輯能力及注意力低落。,以上皆是。,D
第四章 緊急處置與飛行決策,31,在下列哪個時機，遙控無人機操作人應對遙控無人機進行起飛前檢查？,每次操作前。,遙控無人機有明顯異狀時。,天氣變壞時。,操作人感覺不對時。,A
